id,name,base_experience,height,weight,types,abilities,moves,stats,Generation,image_url,image_exists
825,dottler,117,4,195,"bug, psychic","swarm, compound-eyes, telepathy","solar-beam, confusion, psychic, light-screen, reflect","hp=50, attack=35, defense=80, special-attack=50, special-defense=90, speed=30",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,True
826,orbeetle,253,4,408,"bug, psychic","swarm, frisk, telepathy","psybeam, hyper-beam, solar-beam, confusion, psychic","hp=60, attack=45, defense=110, special-attack=80, special-defense=120, speed=90",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,True
827,nickit,49,6,89,dark,"run-away, unburden, stakeout","tail-whip, dig, agility, quick-attack, screech","hp=40, attack=28, defense=28, special-attack=47, special-defense=52, speed=50",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,True
828,thievul,159,12,199,dark,"run-away, unburden, stakeout","tail-whip, hyper-beam, dig, psychic, agility","hp=70, attack=58, defense=58, special-attack=87, special-defense=92, speed=90",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,True
829,gossifleur,50,4,22,grass,"cotton-down, regenerator, effect-spore","sing, leech-seed, growth, razor-leaf, solar-beam","hp=40, attack=40, defense=60, special-attack=40, special-defense=60, speed=10",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,True
830,eldegoss,161,5,25,grass,"cotton-down, regenerator, effect-spore","sing, hyper-beam, razor-leaf, solar-beam, light-screen","hp=60, attack=50, defense=90, special-attack=80, special-defense=120, speed=60",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,True
831,wooloo,122,6,60,normal,"fluffy, run-away, bulletproof","stomp, double-kick, headbutt, tackle, take-down","hp=42, attack=40, defense=55, special-attack=40, special-defense=45, speed=48",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,True
832,dubwool,172,13,430,normal,"fluffy, steadfast, bulletproof","swords-dance, double-kick, mega-kick, headbutt, tackle","hp=72, attack=80, defense=100, special-attack=60, special-defense=90, speed=88",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,True
833,chewtle,57,3,85,water,"strong-jaw, shell-armor, swift-swim","headbutt, tackle, body-slam, take-down, bite","hp=50, attack=64, defense=50, special-attack=38, special-defense=38, speed=44",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,True
834,drednaw,170,10,1155,"water, rock","strong-jaw, shell-armor, swift-swim","swords-dance, headbutt, tackle, body-slam, take-down","hp=90, attack=115, defense=90, special-attack=48, special-defense=68, speed=74",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,True
835,yamper,54,3,135,electric,"ball-fetch, rattled","sand-attack, tackle, double-edge, tail-whip, bite","hp=59, attack=45, defense=50, special-attack=40, special-defense=50, speed=26",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,True
836,boltund,172,10,340,electric,"strong-jaw, competitive","tackle, tail-whip, bite, roar, hyper-beam","hp=69, attack=90, defense=60, special-attack=90, special-defense=60, speed=121",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,True
837,rolycoly,48,3,120,rock,"steam-engine, heatproof, flash-fire","tackle, body-slam, take-down, dig, smokescreen","hp=30, attack=40, defense=50, special-attack=40, special-defense=50, speed=30",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,True
838,carkol,144,11,780,"rock, fire","steam-engine, flame-body, flash-fire","tackle, body-slam, take-down, flamethrower, fire-spin","hp=80, attack=60, defense=90, special-attack=60, special-defense=70, speed=50",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,True
839,coalossal,255,28,3105,"rock, fire","steam-engine, flame-body, flash-fire","mega-punch, fire-punch, mega-kick, tackle, body-slam","hp=110, attack=80, defense=120, special-attack=80, special-defense=90, speed=30",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,True
840,applin,52,2,5,"grass, dragon","ripen, gluttony, bulletproof","withdraw, defense-curl, rollout, attract, recycle","hp=40, attack=40, defense=80, special-attack=40, special-defense=40, speed=20",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,True
841,flapple,170,3,10,"grass, dragon","ripen, gluttony, hustle","wing-attack, fly, take-down, hyper-beam, leech-seed","hp=70, attack=110, defense=80, special-attack=95, special-defense=60, speed=70",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,True
842,appletun,170,4,130,"grass, dragon","ripen, gluttony, thick-fat","stomp, headbutt, body-slam, take-down, hyper-beam","hp=110, attack=85, defense=80, special-attack=100, special-defense=80, speed=30",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,True
843,silicobra,63,22,76,ground,"sand-spit, shed-skin, sand-veil","slam, sand-attack, headbutt, body-slam, wrap","hp=52, attack=57, defense=75, special-attack=35, special-defense=50, speed=46",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,True
844,sandaconda,179,38,655,ground,"sand-spit, shed-skin, sand-veil","slam, sand-attack, headbutt, body-slam, wrap","hp=72, attack=107, defense=125, special-attack=65, special-defense=70, speed=71",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,True
845,cramorant,166,8,180,"flying, water",gulp-missile,"fly, fury-attack, take-down, thrash, water-gun","hp=70, attack=85, defense=55, special-attack=85, special-defense=95, speed=85",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,True
846,arrokuda,56,5,10,water,"swift-swim, propeller-tail","fury-attack, take-down, thrash, double-edge, bite","hp=41, attack=63, defense=40, special-attack=40, special-defense=30, speed=66",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,True
847,barraskewda,172,13,300,water,"swift-swim, propeller-tail","fury-attack, take-down, double-edge, bite, hydro-pump","hp=61, attack=123, defense=60, special-attack=60, special-defense=50, speed=136",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,True
848,toxel,48,4,110,"electric, poison","rattled, static, klutz","growl, acid, rest, substitute, snore","hp=40, attack=38, defense=35, special-attack=54, special-defense=35, speed=40",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,True
849,toxtricity-amped,176,16,400,"electric, poison","punk-rock, plus, technician","mega-punch, fire-punch, thunder-punch, mega-kick, take-down","hp=75, attack=98, defense=70, special-attack=114, special-defense=70, speed=75",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,True
850,sizzlipede,61,7,10,"fire, bug","flash-fire, white-smoke, flame-body","slam, wrap, bite, ember, fire-spin","hp=50, attack=65, defense=45, special-attack=50, special-defense=50, speed=45",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,True
851,centiskorch,184,30,1200,"fire, bug","flash-fire, white-smoke, flame-body","slam, wrap, bite, ember, flamethrower","hp=100, attack=115, defense=65, special-attack=90, special-defense=90, speed=65",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,True
852,clobbopus,62,6,40,fighting,"limber, technician","mega-punch, ice-punch, bind, body-slam, leer","hp=50, attack=68, defense=60, special-attack=50, special-defense=50, speed=32",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,True
853,grapploct,168,16,390,fighting,"limber, technician","mega-punch, ice-punch, bind, body-slam, leer","hp=80, attack=118, defense=90, special-attack=70, special-defense=80, speed=42",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,True
854,sinistea-phony,62,1,2,ghost,"weak-armor, cursed-body","psybeam, mega-drain, psychic, night-shade, confuse-ray","hp=40, attack=45, defense=45, special-attack=74, special-defense=54, speed=50",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,True
855,polteageist-phony,178,2,4,ghost,"weak-armor, cursed-body","psybeam, hyper-beam, mega-drain, psychic, night-shade","hp=60, attack=65, defense=65, special-attack=134, special-defense=114, speed=70",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,True
856,hatenna,53,4,34,psychic,"healer, anticipation, magic-bounce","psybeam, thunder-wave, confusion, psychic, light-screen","hp=42, attack=30, defense=45, special-attack=56, special-defense=53, speed=39",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,True
857,hattrem,130,6,48,psychic,"healer, anticipation, magic-bounce","psybeam, thunder-wave, confusion, psychic, light-screen","hp=57, attack=40, defense=65, special-attack=86, special-defense=73, speed=49",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,True
858,hatterene,255,21,51,"psychic, fairy","healer, anticipation, magic-bounce","swords-dance, psybeam, hyper-beam, thunder-wave, confusion","hp=57, attack=90, defense=95, special-attack=136, special-defense=103, speed=29",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,True
859,impidimp,53,4,55,"dark, fairy","prankster, frisk, pickpocket","mega-punch, mega-kick, take-down, bite, low-kick","hp=45, attack=45, defense=30, special-attack=55, special-defense=40, speed=50",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,True
860,morgrem,130,8,125,"dark, fairy","prankster, frisk, pickpocket","mega-punch, mega-kick, take-down, bite, low-kick","hp=65, attack=60, defense=45, special-attack=75, special-defense=55, speed=70",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,True
861,grimmsnarl,255,15,610,"dark, fairy","prankster, frisk, pickpocket","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=95, attack=120, defense=65, special-attack=95, special-defense=75, speed=60",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,True
862,obstagoon,260,16,460,"dark, normal","reckless, guts, defiant","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=93, attack=90, defense=101, special-attack=60, special-defense=81, speed=95",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,True
863,perrserker,154,8,280,steel,"battle-armor, tough-claws, steely-spirit","pay-day, scratch, swords-dance, body-slam, take-down","hp=70, attack=110, defense=100, special-attack=50, special-defense=60, speed=50",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,True
864,cursola,179,10,4,ghost,"weak-armor, perish-body","tackle, body-slam, pin-missile, disable, hydro-pump","hp=60, attack=95, defense=50, special-attack=145, special-defense=130, speed=30",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,True
865,sirfetchd,177,8,1170,fighting,"steadfast, scrappy","swords-dance, slam, sand-attack, body-slam, leer","hp=62, attack=135, defense=95, special-attack=68, special-defense=82, speed=65",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,True
866,mr-rime,182,15,582,"ice, psychic","tangled-feet, screen-cleaner, ice-body","pound, mega-punch, ice-punch, double-kick, mega-kick","hp=80, attack=85, defense=75, special-attack=110, special-defense=100, speed=70",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,True
867,runerigus,169,16,666,"ground, ghost",wandering-spirit,"slam, disable, hyper-beam, earthquake, psychic","hp=58, attack=95, defense=145, special-attack=50, special-defense=105, speed=30",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,True
868,milcery,54,2,3,fairy,"sweet-veil, aroma-veil","tackle, recover, acid-armor, rest, substitute","hp=45, attack=40, defense=40, special-attack=50, special-defense=61, speed=34",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,True
869,alcremie-vanilla-cream-strawberry-sweet,173,3,5,fairy,"sweet-veil, aroma-veil","tackle, hyper-beam, solar-beam, psychic, recover","hp=65, attack=60, defense=75, special-attack=110, special-defense=121, speed=64",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,True
870,falinks,165,30,620,fighting,"battle-armor, defiant","swords-dance, headbutt, tackle, body-slam, take-down","hp=65, attack=100, defense=100, special-attack=70, special-defense=60, speed=75",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,True
871,pincurchin,152,3,10,electric,"lightning-rod, electric-surge","fury-attack, body-slam, take-down, pin-missile, water-gun","hp=48, attack=101, defense=95, special-attack=91, special-defense=85, speed=15",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,True
872,snom,37,3,38,"ice, bug","shield-dust, ice-scales","rest, substitute, snore, powder-snow, protect","hp=30, attack=25, defense=35, special-attack=45, special-defense=30, speed=20",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,True
873,frosmoth,166,13,420,"ice, bug","shield-dust, ice-scales","take-down, mist, ice-beam, blizzard, aurora-beam","hp=70, attack=65, defense=60, special-attack=125, special-defense=90, speed=65",8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,True
